customer_id,Recency,Frequency,Monetary,Cluster,discount_amount,category,Recency_scaled,Frequency_scaled,Monetary_scaled,discount_amount_scaled,category_scaled,new_Cluster,segment
CUST00405,3,1,282.03,2,141.015,1,-1.065589196,-1.003173935,-1.065282831,-0.908897262,-1.072328294,2,New/churn customers
CUST00406,11,3,997.27,2,331.2387,1,-0.965739939,-0.163844165,-0.729278136,-0.574165762,-1.072328294,2,New/churn customers
CUST00407,19,1,1569.01,2,564.8436,1,-0.865890681,-1.003173935,-0.46068672,-0.163097539,-1.072328294,2,New/churn customers
CUST00408,41,7,4155.91,0,828.691,4,-0.591305223,1.514815373,0.754584443,0.301187594,1.308419074,4,Potential Big Spenders
CUST00409,59,7,4946.35,3,1026.6582,4,-0.366644394,1.514815373,1.125916515,0.649545121,1.308419074,4,Potential Big Spenders
CUST00410,2,2,1365.22,2,292.6328,2,-1.078070354,-0.58350905,-0.556422972,-0.64209952,-0.278745838,2,New/churn customers
CUST00411,254,1,1756.76,4,281.0816,1,2.067181259,-1.003173935,-0.372485722,-0.662425855,-1.072328294,0,At-Risk/dormant Segment
CUST00412,530,1,1486.51,4,59.4604,1,5.511980645,-1.003173935,-0.499443483,-1.052406686,-1.072328294,0,At-Risk/dormant Segment
CUST00413,27,3,1644.89,2,787.2834,3,-0.766041424,-0.163844165,-0.425039893,0.228323761,0.514836618,3,loyal customers
CUST00414,4,1,311.44,2,99.6608,1,-1.053108039,-1.003173935,-1.051466632,-0.981667129,-1.072328294,2,New/churn customers
CUST00415,121,2,2282.07,1,573.3693,2,0.407187353,-0.58350905,-0.125706143,-0.148095095,-0.278745838,3,loyal customers
CUST00416,29,2,1020.28,2,292.4598,2,-0.741079109,-0.58350905,-0.718468522,-0.642403944,-0.278745838,2,New/churn customers
CUST00417,152,4,2750.03,1,714.8814,3,0.794103226,0.255820719,0.094131614,0.10091992,0.514836618,3,loyal customers
CUST00418,6,2,1919.75,2,240.184,2,-1.028145725,-0.58350905,-0.295916451,-0.734392255,-0.278745838,2,New/churn customers
CUST00419,99,2,1795.1,1,536.961,1,0.132601894,-0.58350905,-0.354474397,-0.212161796,-1.072328294,2,New/churn customers
CUST00420,19,4,4050.29,0,705.0075,3,-0.865890681,0.255820719,0.70496639,0.083545085,0.514836618,3,loyal customers
CUST00421,1,7,5557.39,3,1611.6944,3,-1.090551511,1.514815373,1.412970244,1.679017498,0.514836618,4,Potential Big Spenders
CUST00422,126,2,1075.03,1,276.3568,1,0.469593138,-0.58350905,-0.692748125,-0.670739957,-1.072328294,2,New/churn customers
CUST00423,136,3,2349.76,1,444.7177,2,0.59440471,-0.163844165,-0.093906806,-0.374479836,-0.278745838,3,loyal customers
CUST00424,114,2,1297.49,1,270.1524,2,0.319819252,-0.58350905,-0.5882411,-0.681657672,-0.278745838,2,New/churn customers
CUST00425,114,2,1502.44,1,258.3096,2,0.319819252,-0.58350905,-0.491959904,-0.702497127,-0.278745838,2,New/churn customers
CUST00426,78,2,1478.25,2,251.37,2,-0.129502407,-0.58350905,-0.503323857,-0.714708554,-0.278745838,2,New/churn customers
CUST00427,2,2,331.53,2,133.0584,2,-1.078070354,-0.58350905,-1.042028773,-0.922898276,-0.278745838,2,New/churn customers
CUST00428,75,5,2817.05,0,907.3365,2,-0.166945878,0.675485604,0.125616199,0.439577953,-0.278745838,3,loyal customers
CUST00429,7,1,432.48,2,112.4448,1,-1.015664568,-1.003173935,-0.994604588,-0.95917147,-1.072328294,2,New/churn customers
CUST00430,23,3,2369.81,2,674.6885,3,-0.815966053,-0.163844165,-0.084487738,0.030193561,0.514836618,3,loyal customers
CUST00431,155,2,903.65,1,375.8478,1,0.831546697,-0.58350905,-0.773258841,-0.495668336,-1.072328294,0,At-Risk/dormant Segment
CUST00432,113,4,5036.07,0,993.1262,3,0.307338095,0.255820719,1.168065082,0.590539768,0.514836618,4,Potential Big Spenders
CUST00433,37,6,4884.34,0,1377.3958,3,-0.641229852,1.095150489,1.096785522,1.266728589,0.514836618,4,Potential Big Spenders
CUST00434,294,2,1034.35,4,257.4469,2,2.566427547,-0.58350905,-0.711858732,-0.704015197,-0.278745838,0,At-Risk/dormant Segment
CUST00435,201,3,1740.56,1,481.026,3,1.405679928,-0.163844165,-0.380096141,-0.310589102,0.514836618,0,At-Risk/dormant Segment
CUST00436,50,4,2770.92,0,591.8706,2,-0.478974808,0.255820719,0.103945297,-0.115538858,-0.278745838,3,loyal customers
CUST00437,152,1,729.22,1,182.305,1,0.794103226,-1.003173935,-0.855202383,-0.836240366,-1.072328294,2,New/churn customers
CUST00438,65,3,2466.39,0,454.8162,3,-0.29175745,-0.163844165,-0.039116487,-0.356709778,0.514836618,3,loyal customers
CUST00439,120,3,1981.34,1,625.1208,2,0.394706195,-0.163844165,-0.266982766,-0.05702938,-0.278745838,3,loyal customers
CUST00440,65,1,325.03,2,182.0168,1,-0.29175745,-1.003173935,-1.045082336,-0.836747504,-1.072328294,2,New/churn customers
CUST00441,212,1,786.67,1,188.8008,1,1.542972657,-1.003173935,-0.828213582,-0.824809882,-1.072328294,0,At-Risk/dormant Segment
CUST00442,70,8,4905.34,3,1520.9728,4,-0.229351664,1.934480258,1.10665088,1.519377152,1.308419074,4,Potential Big Spenders
CUST00443,266,3,1694.35,4,386.5455,2,2.216955146,-0.163844165,-0.401804626,-0.476843883,-0.278745838,0,At-Risk/dormant Segment
CUST00444,233,1,520.84,1,98.9596,1,1.805076958,-1.003173935,-0.95309492,-0.982901012,-1.072328294,0,At-Risk/dormant Segment
CUST00445,27,1,1594.8,2,685.764,1,-0.766041424,-1.003173935,-0.448571121,0.049682818,-1.072328294,2,New/churn customers
CUST00446,27,1,521.16,2,171.9828,1,-0.766041424,-1.003173935,-0.952944591,-0.854404062,-1.072328294,2,New/churn customers
CUST00447,37,7,3091.4,0,1155.6471,2,-0.641229852,1.514815373,0.254500054,0.8765234,-0.278745838,3,loyal customers
CUST00448,137,5,4291.91,0,916.0857,3,0.606885868,0.675485604,0.81847438,0.454973684,0.514836618,4,Potential Big Spenders
CUST00449,210,2,661.52,1,255.1072,2,1.518010343,-0.58350905,-0.887006418,-0.708132304,-0.278745838,0,At-Risk/dormant Segment
CUST00450,45,1,862.9,2,207.096,1,-0.541380594,-1.003173935,-0.792402333,-0.792616314,-1.072328294,2,New/churn customers
CUST00451,30,4,3636,0,590.1105,2,-0.728597952,0.255820719,0.51034167,-0.118636058,-0.278745838,3,loyal customers
CUST00452,257,6,1929.85,4,662.3579,3,2.104624731,1.095150489,-0.291171684,0.008495737,0.514836618,0,At-Risk/dormant Segment
CUST00453,18,4,3032.93,0,779.4504,4,-0.878371839,0.255820719,0.227032079,0.214540242,1.308419074,3,loyal customers
CUST00454,14,4,2655.42,0,376.9756,2,-0.928296467,0.255820719,0.049685828,-0.493683777,-0.278745838,3,loyal customers
CUST00455,274,3,1616.76,4,625.2588,2,2.316804403,-0.163844165,-0.438254775,-0.056786545,-0.278745838,0,At-Risk/dormant Segment
CUST00456,148,4,3440.2,0,435.3108,3,0.744178597,0.255820719,0.418358951,-0.391032903,0.514836618,3,loyal customers
CUST00457,322,2,1371.21,4,201.2662,2,2.915899949,-0.58350905,-0.553608996,-0.802874855,-0.278745838,0,At-Risk/dormant Segment
CUST00458,5,2,1371.81,2,450.882,2,-1.040626882,-0.58350905,-0.553327128,-0.363632684,-0.278745838,2,New/churn customers
CUST00459,238,3,2928.03,4,335.0721,2,1.867482744,-0.163844165,0.177752267,-0.567420232,-0.278745838,0,At-Risk/dormant Segment
CUST00460,20,11,9241.95,3,2028.5423,6,-0.853409524,3.193474912,3.143898967,2.412533472,2.895583986,1,Discount-Sensitive customers
CUST00461,195,4,1579.47,1,475.0956,3,1.330792985,0.255820719,-0.455772832,-0.321024667,0.514836618,0,At-Risk/dormant Segment
CUST00462,36,3,2689.5,0,864.5342,2,-0.653711009,-0.163844165,0.065695895,0.364259904,-0.278745838,3,loyal customers
CUST00463,30,4,5048.68,0,1198.6335,3,-0.728597952,0.255820719,1.173988995,0.952165405,0.514836618,4,Potential Big Spenders
CUST00464,107,10,6495.79,3,2397.8785,4,0.232451152,2.773810027,1.853810809,3.062444393,1.308419074,1,Discount-Sensitive customers
CUST00465,178,1,1298.74,1,480.5338,1,1.118613313,-1.003173935,-0.587653876,-0.311455213,-1.072328294,0,At-Risk/dormant Segment
CUST00466,26,10,5238.91,3,1561.0454,4,-0.778522581,2.773810027,1.263355044,1.589891823,1.308419074,1,Discount-Sensitive customers
CUST00467,4,2,1180.98,2,363.7986,2,-1.053108039,-0.58350905,-0.642975045,-0.516870987,-0.278745838,2,New/churn customers
CUST00468,199,2,1077.86,1,352.0652,1,1.380717614,-0.58350905,-0.69141865,-0.537517934,-1.072328294,0,At-Risk/dormant Segment
CUST00469,20,3,1886.95,2,813.5759,1,-0.853409524,-0.163844165,-0.311325201,0.274589962,-1.072328294,2,New/churn customers
CUST00470,167,5,3508.62,0,1103.5352,3,0.981320583,0.675485604,0.450501227,0.784823499,0.514836618,4,Potential Big Spenders
CUST00471,127,1,307.23,1,150.5427,1,0.482074296,-1.003173935,-1.053444402,-0.892131626,-1.072328294,2,New/churn customers
CUST00472,115,3,2846.8,0,304.0561,2,0.332300409,-0.163844165,0.139592123,-0.621998248,-0.278745838,3,loyal customers
CUST00473,122,6,3513.72,0,839.1231,4,0.41966851,1.095150489,0.4528971,0.319544679,1.308419074,4,Potential Big Spenders
CUST00474,23,3,1652.35,2,407.8933,3,-0.815966053,-0.163844165,-0.421535342,-0.439278736,0.514836618,3,loyal customers
CUST00475,40,9,6914.04,3,1055.2967,4,-0.60378638,2.354145142,2.050295855,0.699939515,1.308419074,4,Potential Big Spenders
CUST00476,141,7,6233.25,3,2122.3124,4,0.656810496,1.514815373,1.730475044,2.577538181,1.308419074,1,Discount-Sensitive customers
CUST00477,61,4,3034.67,0,1438.742,3,-0.341682079,0.255820719,0.227849494,1.374677838,0.514836618,3,loyal customers
CUST00478,32,2,862.04,2,353.4037,2,-0.703635638,-0.58350905,-0.792806343,-0.535162612,-0.278745838,2,New/churn customers
CUST00479,270,1,319.34,4,86.2218,1,2.266879775,-1.003173935,-1.047755379,-1.005315374,-1.072328294,0,At-Risk/dormant Segment
CUST00480,149,7,4227.82,0,672.6718,3,0.756659754,1.514815373,0.788366247,0.026644828,0.514836618,4,Potential Big Spenders
CUST00481,44,2,934.12,2,177.6182,2,-0.553861751,-0.58350905,-0.758944676,-0.844487601,-0.278745838,2,New/churn customers
CUST00482,33,4,2177.14,0,741.4342,3,-0.691154481,0.255820719,-0.175000048,0.147644164,0.514836618,3,loyal customers
CUST00483,108,7,4120.83,0,958.1245,5,0.244932309,1.514815373,0.738104597,0.528948223,2.10200153,4,Potential Big Spenders
CUST00484,63,5,5407.55,0,979.6137,2,-0.316719765,0.675485604,1.342578566,0.566762187,-0.278745838,3,loyal customers
CUST00485,229,5,2971.02,4,1119.5943,3,1.75515233,0.675485604,0.197948064,0.813082263,0.514836618,0,At-Risk/dormant Segment
CUST00486,45,1,810.16,2,40.508,1,-0.541380594,-1.003173935,-0.817178475,-1.085756711,-1.072328294,2,New/churn customers
CUST00487,30,7,2642.71,0,1149.562,3,-0.728597952,1.514815373,0.043714938,0.865815614,0.514836618,4,Potential Big Spenders
CUST00488,218,4,2427.65,4,556.8277,4,1.6178596,0.255820719,-0.057315723,-0.177202901,1.308419074,0,At-Risk/dormant Segment
CUST00489,211,1,963.44,1,356.4728,1,1.5304915,-1.003173935,-0.745170758,-0.529761999,-1.072328294,0,At-Risk/dormant Segment
CUST00490,8,1,557.54,2,72.4802,1,-1.00318341,-1.003173935,-0.935854033,-1.029496096,-1.072328294,2,New/churn customers
CUST00491,98,1,540.89,2,129.8136,1,0.120120737,-1.003173935,-0.943675852,-0.928608063,-1.072328294,2,New/churn customers
CUST00492,62,6,5426.94,3,1346.2657,3,-0.329200922,1.095150489,1.35168758,1.211949794,0.514836618,4,Potential Big Spenders
CUST00493,109,2,1757.06,1,585.961,2,0.257413466,-0.58350905,-0.372344788,-0.125937821,-0.278745838,2,New/churn customers
CUST00494,12,1,660.15,2,99.0225,1,-0.953258782,-1.003173935,-0.887650015,-0.982790328,-1.072328294,2,New/churn customers
CUST00495,46,2,2001.59,2,629.4788,1,-0.528899437,-0.58350905,-0.257469742,-0.049360726,-1.072328294,2,New/churn customers
CUST00496,36,1,1586.18,2,682.0574,1,-0.653711009,-1.003173935,-0.452620615,0.043160415,-1.072328294,2,New/churn customers
CUST00497,160,1,1724.62,1,241.4468,1,0.893952483,-1.003173935,-0.387584418,-0.73217014,-1.072328294,0,At-Risk/dormant Segment
CUST00498,25,2,970.31,2,122.2067,2,-0.791003738,-0.58350905,-0.741943376,-0.941993719,-0.278745838,2,New/churn customers
CUST00499,19,3,2917.37,0,216.9044,2,-0.865890681,-0.163844165,0.172744424,-0.775356738,-0.278745838,3,loyal customers
CUST00500,44,3,3208.81,0,683.7252,3,-0.553861751,-0.163844165,0.3096568,0.046095197,0.514836618,3,loyal customers
CUST00501,21,4,2834.75,0,520.2188,3,-0.840928367,0.255820719,0.133931287,-0.241622592,0.514836618,3,loyal customers
CUST00502,18,2,1615.24,2,691.3302,2,-0.878371839,-0.58350905,-0.438968839,0.05947751,-0.278745838,2,New/churn customers
CUST00503,49,7,4458.49,3,1425.0258,5,-0.491455966,1.514815373,0.896730157,1.350541812,2.10200153,4,Potential Big Spenders
CUST00504,16,1,1602.01,2,320.402,1,-0.903334153,-1.003173935,-0.445184014,-0.59323481,-1.072328294,2,New/churn customers
CUST00505,126,1,1027.23,1,215.7183,1,0.469593138,-1.003173935,-0.715203559,-0.777443886,-1.072328294,2,New/churn customers
CUST00506,39,9,8243.95,3,2341.1174,5,-0.616267537,2.354145142,2.675059576,2.962563421,2.10200153,1,Discount-Sensitive customers
CUST00507,121,2,3345.68,1,1100.0888,1,0.407187353,-0.58350905,0.373955445,0.778758962,-1.072328294,3,loyal customers
CUST00508,149,1,717.51,1,93.2763,1,0.756659754,-1.003173935,-0.860703495,-0.992901761,-1.072328294,2,New/churn customers
CUST00509,22,1,954.21,2,343.5156,1,-0.82844721,-1.003173935,-0.749506817,-0.552562434,-1.072328294,2,New/churn customers
CUST00510,163,4,3630.48,0,988.526,2,0.931395955,0.255820719,0.50774849,0.58244492,-0.278745838,3,loyal customers
CUST00511,6,4,2778.7,0,488.5285,4,-1.028145725,0.255820719,0.107600177,-0.297387156,1.308419074,3,loyal customers
CUST00512,17,4,2468.63,0,487.7352,3,-0.890852996,0.255820719,-0.038064182,-0.298783104,0.514836618,3,loyal customers
CUST00513,28,8,5289.39,3,1301.0581,4,-0.753560267,1.934480258,1.287069486,1.132399203,1.308419074,4,Potential Big Spenders
CUST00514,94,1,1687.55,2,337.51,1,0.070196108,-1.003173935,-0.404999123,-0.563130325,-1.072328294,2,New/churn customers
CUST00515,7,2,1540.13,2,539.5723,1,-1.015664568,-0.58350905,-0.474253936,-0.207566762,-1.072328294,2,New/churn customers
CUST00516,28,1,623.59,2,118.4821,1,-0.753560267,-1.003173935,-0.904825133,-0.948547797,-1.072328294,2,New/churn customers
CUST00517,60,5,2777.25,0,598.4658,3,-0.354163236,0.675485604,0.106918997,-0.103933463,0.514836618,3,loyal customers
CUST00518,24,1,226.9,2,27.228,1,-0.803484895,-1.003173935,-1.091181745,-1.109125168,-1.072328294,2,New/churn customers
CUST00519,82,1,412.42,2,136.0986,1,-0.079577778,-1.003173935,-1.004028354,-0.917548518,-1.072328294,2,New/churn customers
CUST00520,3,5,3130.28,0,954.1841,4,-1.065589196,0.675485604,0.27276506,0.522014408,1.308419074,4,Potential Big Spenders
CUST00521,43,7,3626.07,0,1137.0012,4,-0.566342909,1.514815373,0.505676765,0.843712714,1.308419074,4,Potential Big Spenders
CUST00522,463,1,1688.22,4,337.644,1,4.675743113,-1.003173935,-0.404684371,-0.562894529,-1.072328294,0,At-Risk/dormant Segment
CUST00523,30,3,2606.67,0,1018.647,3,-0.728597952,-0.163844165,0.026784104,0.635448029,0.514836618,3,loyal customers
CUST00524,12,10,7161.96,3,1908.6577,4,-0.953258782,2.773810027,2.166763452,2.201575784,1.308419074,1,Discount-Sensitive customers
CUST00525,221,4,1916.75,4,460.0585,3,1.655303072,0.255820719,-0.297325788,-0.347485045,0.514836618,0,At-Risk/dormant Segment
CUST00526,3,1,1131.41,2,429.9358,1,-1.065589196,-1.003173935,-0.666261988,-0.400491145,-1.072328294,2,New/churn customers
CUST00527,114,6,5554.47,3,1244.202,4,0.319819252,1.095150489,1.411598489,1.032351062,1.308419074,4,Potential Big Spenders
CUST00528,15,1,556.1,2,250.245,1,-0.91581531,-1.003173935,-0.936530515,-0.716688186,-1.072328294,2,New/churn customers
CUST00529,64,1,1129.52,2,271.0848,1,-0.304238608,-1.003173935,-0.66714987,-0.680016953,-1.072328294,2,New/churn customers
CUST00530,58,3,2183.43,2,531.8205,2,-0.379125551,-0.163844165,-0.172045138,-0.221207395,-0.278745838,3,loyal customers
CUST00531,44,2,648.41,2,301.2657,2,-0.553861751,-0.58350905,-0.89316522,-0.62690844,-0.278745838,2,New/churn customers
CUST00532,119,4,4895.42,0,1740.7957,3,0.382225038,0.255820719,1.101990673,1.906193564,0.514836618,4,Potential Big Spenders
CUST00533,5,1,149,2,83.44,1,-1.040626882,-1.003173935,-1.127777525,-1.010210432,-1.072328294,2,New/churn customers
CUST00534,75,5,3110.46,0,708.1376,2,-0.166945878,0.675485604,0.263454041,0.089053037,-0.278745838,3,loyal customers
CUST00535,139,5,5156.9,0,1493.1722,4,0.631848182,0.675485604,1.224828473,1.470457189,1.308419074,4,Potential Big Spenders
CUST00536,56,4,4432.75,0,840.3076,4,-0.404087865,0.255820719,0.884638047,0.321629011,1.308419074,4,Potential Big Spenders
CUST00537,3,1,447.58,2,143.2256,1,-1.065589196,-1.003173935,-0.987510926,-0.905007329,-1.072328294,2,New/churn customers
CUST00538,71,6,4026.69,0,381.0894,4,-0.216870507,1.095150489,0.693879607,-0.486444834,1.308419074,4,Potential Big Spenders
CUST00539,66,8,7874.25,3,1251.6153,4,-0.279276293,1.934480258,2.501382299,1.045396045,1.308419074,1,Discount-Sensitive customers
CUST00540,57,7,5087.94,3,1399.8093,4,-0.391606708,1.514815373,1.192432516,1.306169019,1.308419074,4,Potential Big Spenders
CUST00541,133,5,3404.94,0,1207.7221,4,0.556961239,0.675485604,0.401794546,0.968158369,1.308419074,4,Potential Big Spenders
CUST00542,55,1,576.88,2,173.064,1,-0.416569022,-1.003173935,-0.926768508,-0.852501504,-1.072328294,2,New/churn customers
CUST00543,198,4,2320.55,4,566.353,3,1.368236456,0.255820719,-0.107629049,-0.160441488,0.514836618,0,At-Risk/dormant Segment
CUST00544,86,2,2284.46,2,610.4035,2,-0.029653149,-0.58350905,-0.124583371,-0.082927015,-0.278745838,3,loyal customers
CUST00545,2,1,603.57,2,211.2495,1,-1.078070354,-1.003173935,-0.914230108,-0.785307512,-1.072328294,2,New/churn customers
CUST00546,4,2,2127.37,2,659.9465,2,-1.053108039,-0.58350905,-0.198380946,0.004252462,-0.278745838,3,loyal customers
CUST00547,40,1,1001.24,2,120.1488,1,-0.60378638,-1.003173935,-0.727413113,-0.94561495,-1.072328294,2,New/churn customers
CUST00548,166,1,858.7,1,240.436,1,0.968839426,-1.003173935,-0.794375405,-0.733948818,-1.072328294,0,At-Risk/dormant Segment
CUST00549,133,2,1035.57,1,370.0187,2,0.556961239,-0.58350905,-0.711285602,-0.505925645,-0.278745838,2,New/churn customers
CUST00550,12,1,525.8,2,220.836,1,-0.953258782,-1.003173935,-0.950764817,-0.768438407,-1.072328294,2,New/churn customers
CUST00551,26,3,1964,2,457.1364,2,-0.778522581,-0.163844165,-0.275128733,-0.352626985,-0.278745838,3,loyal customers
CUST00552,5,1,567.45,2,90.792,1,-1.040626882,-1.003173935,-0.931198524,-0.997273317,-1.072328294,2,New/churn customers
CUST00553,294,4,3183.11,4,1022.446,4,2.566427547,0.255820719,0.297583481,0.642133027,1.308419074,0,At-Risk/dormant Segment
CUST00554,8,3,1402.26,2,514.6402,2,-1.00318341,-0.163844165,-0.539022359,-0.251439104,-0.278745838,2,New/churn customers
CUST00555,46,3,1924.03,2,359.424,3,-0.528899437,-0.163844165,-0.293905797,-0.524568852,0.514836618,3,loyal customers
CUST00556,27,1,936.16,2,234.04,1,-0.766041424,-1.003173935,-0.757986327,-0.745203686,-1.072328294,2,New/churn customers
CUST00557,17,6,4460.42,0,1008.3359,4,-0.890852996,1.095150489,0.89763683,0.617303866,1.308419074,4,Potential Big Spenders
CUST00558,400,2,679.07,4,183.7851,2,3.88943021,-0.58350905,-0.878761797,-0.833635874,-0.278745838,0,At-Risk/dormant Segment
CUST00559,2,2,1344.49,2,365.7814,2,-1.078070354,-0.58350905,-0.566161489,-0.513381908,-0.278745838,2,New/churn customers
CUST00560,232,1,1135.13,1,397.2955,1,1.792595801,-1.003173935,-0.66451441,-0.457927398,-1.072328294,0,At-Risk/dormant Segment
CUST00561,5,1,256.33,2,89.7155,1,-1.040626882,-1.003173935,-1.07735615,-0.999167605,-1.072328294,2,New/churn customers
CUST00562,260,2,899.86,4,358.2682,1,2.142068203,-0.58350905,-0.775039303,-0.526602682,-1.072328294,0,At-Risk/dormant Segment
CUST00563,106,2,887.86,1,267.8633,1,0.219969995,-0.58350905,-0.780676651,-0.68568574,-1.072328294,2,New/churn customers
CUST00564,131,8,4592.19,3,1672.93,4,0.531998924,1.934480258,0.959539602,1.786772127,1.308419074,4,Potential Big Spenders
CUST00565,40,1,275.55,2,30.3105,1,-0.60378638,-1.003173935,-1.068326999,-1.103700976,-1.072328294,2,New/churn customers
CUST00566,23,1,657.76,2,210.4832,1,-0.815966053,-1.003173935,-0.888772787,-0.78665595,-1.072328294,2,New/churn customers
CUST00567,4,8,4922.05,3,1280.3921,5,-1.053108039,1.934480258,1.114500887,1.096033802,2.10200153,4,Potential Big Spenders
CUST00568,35,1,482.12,2,183.2056,1,-0.666192166,-1.003173935,-0.971284761,-0.834655604,-1.072328294,2,New/churn customers
CUST00569,114,1,430,1,163.4,1,0.319819252,-1.003173935,-0.99576964,-0.869506983,-1.072328294,2,New/churn customers
CUST00570,169,3,2545.72,1,618.0029,3,1.006282898,-0.163844165,-0.001848923,-0.069554556,0.514836618,0,At-Risk/dormant Segment
CUST00571,33,1,598.14,2,167.4792,1,-0.691154481,-1.003173935,-0.916781008,-0.862328925,-1.072328294,2,New/churn customers
CUST00572,52,6,3305.75,0,934.0503,3,-0.454012494,1.095150489,0.355197172,0.486585505,0.514836618,3,loyal customers
CUST00573,126,5,2912.39,0,1057.867,4,0.469593138,0.675485604,0.170404924,0.704462403,1.308419074,4,Potential Big Spenders
CUST00574,6,7,5871.91,3,1160.6203,3,-1.028145725,1.514815373,1.560725119,0.885274605,0.514836618,4,Potential Big Spenders
CUST00575,84,1,548.72,2,164.616,1,-0.054615464,-1.003173935,-0.939997483,-0.867367221,-1.072328294,2,New/churn customers
CUST00576,47,2,799.27,2,264.2142,2,-0.51641828,-0.58350905,-0.822294368,-0.692106962,-0.278745838,2,New/churn customers
CUST00577,73,5,3560.23,0,776.61,2,-0.191908193,0.675485604,0.474746519,0.209542067,-0.278745838,3,loyal customers
CUST00578,377,2,3054.72,4,269.4469,2,3.602363594,-0.58350905,0.237268562,-0.682899122,-0.278745838,0,At-Risk/dormant Segment
CUST00579,11,1,301.68,2,117.6552,1,-0.965739939,-1.003173935,-1.056051675,-0.95000287,-1.072328294,2,New/churn customers
CUST00580,75,1,713.84,2,99.9376,1,-0.166945878,-1.003173935,-0.862427583,-0.981180052,-1.072328294,2,New/churn customers
CUST00581,77,2,1527.79,2,282.6476,1,-0.141983564,-0.58350905,-0.480051008,-0.659670207,-1.072328294,2,New/churn customers
CUST00582,287,1,392.06,4,164.6652,1,2.479059447,-1.003173935,-1.013593053,-0.867280645,-1.072328294,0,At-Risk/dormant Segment
CUST00583,264,4,3652.46,4,706.238,3,2.191992831,0.255820719,0.518074231,0.085710362,0.514836618,0,At-Risk/dormant Segment
CUST00584,84,1,591.05,2,177.315,1,-0.054615464,-1.003173935,-0.92011174,-0.845021134,-1.072328294,2,New/churn customers
CUST00585,114,8,5368.63,3,1470.7178,5,0.319819252,1.934480258,1.324294769,1.430944788,2.10200153,4,Potential Big Spenders
CUST00586,129,4,1853.61,1,435.5832,4,0.50703661,0.255820719,-0.326987631,-0.390553568,1.308419074,3,loyal customers
CUST00587,19,1,275.79,2,143.4108,1,-0.865890681,-1.003173935,-1.068214252,-0.904681438,-1.072328294,2,New/churn customers
CUST00588,77,1,649.95,2,123.4905,1,-0.141983564,-1.003173935,-0.89244176,-0.939734651,-1.072328294,2,New/churn customers
CUST00589,72,5,4196.77,0,1120.4388,4,-0.20438935,0.675485604,0.773779611,0.814568307,1.308419074,4,Potential Big Spenders
CUST00590,141,3,3961.05,0,1080.2715,3,0.656810496,-0.163844165,0.663043317,0.743886995,0.514836618,3,loyal customers
CUST00591,70,2,1767.15,2,634.3555,2,-0.229351664,-0.58350905,-0.367604719,-0.040779328,-0.278745838,2,New/churn customers
CUST00592,21,2,1084.48,2,447.5056,2,-0.840928367,-0.58350905,-0.688308714,-0.369574043,-0.278745838,2,New/churn customers
CUST00593,30,5,3602.31,0,944.1375,3,-0.728597952,0.675485604,0.494514817,0.504335678,0.514836618,3,loyal customers
CUST00594,92,1,448.78,2,224.39,1,0.045233794,-1.003173935,-0.986947191,-0.76218453,-1.072328294,2,New/churn customers
CUST00595,21,5,2849.27,0,851.6245,4,-0.840928367,0.675485604,0.140752477,0.341543054,1.308419074,3,loyal customers
CUST00596,51,4,2927.96,0,923.672,3,-0.466493651,0.255820719,0.177719383,0.468323091,0.514836618,3,loyal customers
CUST00597,53,4,3041.18,0,1006.6509,4,-0.441531337,0.255820719,0.230907755,0.614338817,1.308419074,3,loyal customers
CUST00598,8,2,1082.03,2,297.1132,2,-1.00318341,-0.58350905,-0.689459672,-0.634215482,-0.278745838,2,New/churn customers
CUST00599,170,4,2898.52,1,547.8652,2,1.018764055,0.255820719,0.16388909,-0.19297397,-0.278745838,0,At-Risk/dormant Segment
CUST00600,264,3,1248.14,4,374.5222,2,2.191992831,-0.163844165,-0.611424691,-0.498000958,-0.278745838,0,At-Risk/dormant Segment
CUST00601,71,1,537.85,2,21.514,1,-0.216870507,-1.003173935,-0.94510398,-1.119179939,-1.072328294,2,New/churn customers
CUST00602,92,1,171.18,2,97.5726,1,0.045233794,-1.003173935,-1.117357828,-0.985341678,-1.072328294,2,New/churn customers
CUST00603,11,9,4869.21,3,1236.9033,5,-0.965739939,2.354145142,1.089677767,1.019507737,2.10200153,4,Potential Big Spenders
CUST00604,91,1,761.72,2,137.1096,1,0.032752637,-1.003173935,-0.839934567,-0.915769489,-1.072328294,2,New/churn customers
CUST00605,161,5,3199.79,0,717.9966,3,0.90643364,0.675485604,0.305419394,0.106401653,0.514836618,3,loyal customers
CUST00606,121,1,240.15,1,57.636,1,0.407187353,-1.003173935,-1.084957174,-1.055617033,-1.072328294,2,New/churn customers
CUST00607,250,3,2332.76,4,536.3291,1,2.017256631,-0.163844165,-0.101893048,-0.213273733,-1.072328294,0,At-Risk/dormant Segment
CUST00608,28,3,2455.49,2,791.2719,2,-0.753560267,-0.163844165,-0.044237077,0.235342216,-0.278745838,3,loyal customers
CUST00609,7,5,4581.16,0,1768.4619,3,-1.015664568,0.675485604,0.954357941,1.954877027,0.514836618,4,Potential Big Spenders
CUST00610,23,5,3975.59,0,1135.6149,3,-0.815966053,0.675485604,0.669873903,0.841273279,0.514836618,4,Potential Big Spenders
